estrategia,esperança,variancia,R1(%),R2(%),R3(%),R4(%),R5(%),R6(%),R7(%),R8(%),>=1(%),>=2(%),>=3(%),>=4(%),>=5(%),>=6(%),>=7(%),>=8(%),>=9(%),>=10(%),>=11(%),>=12(%),>=13(%),>=14(%),>=15(%),>=16(%),>=17(%),>=18(%),>=19(%),>=20(%),>=21(%),>=22(%),>=23(%),>=24(%)
5555551,3.6513609316388678,1.886884824757475,0.4608791533302625,0.4587550573905183,0.45664075096615714,0.45453618893934344,0.4524413264001801,0.4503561186457508,74.64533745966689,22.6210539446609,99.71544715620249,95.23920946266415,79.4924928453855,52.74496203338198,26.3035377149736,9.33659338119628,2.0872797674247607,0.21552893082663616,0.00040395449730112887,0.0003219664538391953,0.0001966839108149543,8.682689050942827e-05,2.6503433730340475e-05,5.2852416416726555e-06,6.188058563338927e-07,3.225771649795206e-08,1.9376500404177932e-10,9.971756753657246e-11,3.387867764104158e-11,7.545963853772264e-12,9.663381206337363e-13,-8.526512829121202e-14,-1.9895196601282805e-13,-1.9895196601282805e-13,
5555552,3.7351432064844596,1.9817338036661578,0.4608791533302625,0.4587550573905183,0.45664075096615714,0.45453618893934344,0.4524413264001801,0.4503561186457508,38.45165114820946,58.814740256118334,99.26016260612647,94.95134962420707,81.13094019956469,56.00728913107271,29.018830328119563,10.536465949748603,2.3657332945555964,0.24244828631273663,0.0004281837857007531,0.00034022823658119705,0.00020732220508534738,9.138310301182173e-05,2.78711482764038e-05,5.555668437295935e-06,6.503356928533321e-07,3.389803282516368e-08,2.035847046499839e-10,1.0476242096046917e-10,3.558398020686582e-11,7.915446076367516e-12,9.947598300641403e-13,-1.1368683772161603e-13,-2.2737367544323206e-13,-2.2737367544323206e-13,
5555553,3.6178492681956755,2.1708466804877915,0.4608791533302625,0.4587550573905183,0.45664075096615714,0.45453618893934344,0.4524413264001801,0.4503561186457508,13.116070730189255,84.15032067413854,98.94146342107327,92.77654638540398,77.06833777851861,52.56045097358755,27.557661110145446,10.266958312167063,2.365393118887198,0.24697294121129687,0.000445144287596122,0.00035301148452049347,0.00021476901108030688,9.457245178623452e-05,2.8828548494175266e-05,5.7449672254961115e-06,6.724066139440765e-07,3.5046269886152004e-08,2.1049118004157208e-10,1.0832934549398487e-10,3.682032456708839e-11,8.199663170671556e-12,1.0516032489249483e-12,-8.526512829121202e-14,-1.9895196601282805e-13,-1.9895196601282805e-13,
5555554,3.5005550806078847,2.1695319980344188,0.4608791533302625,0.4587550573905183,0.45664075096615714,0.45453618893934344,0.4524413264001801,0.4503561186457508,2.981838562981183,94.2845528413466,98.81398374705198,91.90662508988272,74.30667523141548,48.68114823748715,24.772694046622235,9.19093553154768,2.1522487089907685,0.23003806928338122,0.00045192848837416477,0.00035812478371610723,0.0002177477335152389,9.584819130736832e-05,2.9211508589810364e-05,5.820686752144866e-06,6.812350079599128e-07,3.550559313225676e-08,2.1324808585632127e-10,1.0975043096550507e-10,3.728928277269006e-11,8.313350008393172e-12,1.0658141036401503e-12,-8.526512829121202e-14,-1.9895196601282805e-13,-1.9895196601282805e-13,
5555555,3.453637380642867,2.120574177865013,0.4608791533302625,0.4587550573905183,0.45664075096615714,0.45453618893934344,0.4524413264001801,0.4503561186457508,0.4482805211791651,96.81811088314862,98.78211382854666,91.68914476600241,73.6162595946397,47.30213878513556,23.356288848486813,8.446621971104776,1.9595389660321416,0.2104677508480819,0.0004536245385509119,0.00035940310850435253,0.00021849241410620834,9.616712618765177e-05,2.9307248610166425e-05,5.839616633807054e-06,6.834420958057308e-07,3.562040262750088e-08,2.1394441773736617e-10,1.1010570233338512e-10,3.7417180465126876e-11,8.341771717823576e-12,1.0658141036401503e-12,-8.526512829121202e-14,-1.9895196601282805e-13,-1.9895196601282805e-13,
6000000,3.3718205550087226,1.9545618911812426,0.044117226794671005,99.95588277320533,0,0,0,0,0,0,98.74264343443117,91.41979879655831,72.76119065925829,45.59425721134943,20.87234777375238,6.474307717295872,1.2133226642082917,0.10387778245215884,0.00012323104260758555,9.541532632795224e-05,5.690523455825769e-05,2.474679831721005e-05,7.492269503472926e-06,1.487893143803376e-06,1.738521149263761e-07,9.053920280166494e-09,5.4299675866786856e-11,2.7924329515371937e-11,9.464429240324534e-12,2.0747847884194925e-12,2.2737367544323206e-13,-7.105427357601002e-14,-8.526512829121202e-14,-8.526512829121202e-14,
6100000,3.5870665265161445,1.7671016879779646,0.044117226794671005,76.70933909400523,23.246543679200098,0,0,0,0,0,99.7075790487675,95.10756990171885,78.9254443233502,51.43832348215939,24.26577321717845,7.680416797430482,1.4560346961117432,0.1251820533300929,0.00012817151292665585,0.00010167310925623951,6.18716828171273e-05,2.7248873635699056e-05,8.306940117108752e-06,1.6554773480947915e-06,1.9376533089143777e-07,1.0099242331307323e-08,6.062350621505175e-11,3.11928260998684e-11,1.0587086762825493e-11,2.3305801732931286e-12,2.7000623958883807e-13,-7.105427357601002e-14,-8.526512829121202e-14,-8.526512829121202e-14,
6110000,3.637125860090059,1.7102234292947092,0.044117226794671005,76.70933909400523,17.840140593799898,5.406403085400199,0,0,0,0,99.93199223270366,95.96522759725958,80.35905271213426,52.797466516659625,25.054975519275047,7.960919221453338,1.512481757500936,0.13013674583820034,0.00012932050842096032,0.0001031284695471868,6.30267199426271e-05,2.7830776389237144e-05,8.49640645128602e-06,1.694452066658414e-06,1.9839649212372024e-07,1.0342333212065569e-08,6.207301339600235e-11,3.19175796903437e-11,1.0814460438268725e-11,2.3732127374387346e-12,2.7000623958883807e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6111000,3.648768061151082,1.696277022518455,0.044117226794671005,76.70933909400523,17.840140593799898,4.149046519831371,1.2573565655688286,0,0,0,99.98418356689855,96.16469136595468,80.69246420432577,53.11355974740503,25.238518751333146,8.026155120244454,1.5256095398959388,0.13128904896046834,0.0001295877280682589,0.00010346693987628441,6.329534468818565e-05,2.7966108390842237e-05,8.540470290085977e-06,1.7035163750733773e-06,1.9947357543514954e-07,1.0398892413832073e-08,6.24424956185976e-11,3.211653165635653e-11,1.0885514711844735e-11,2.4016344468691386e-12,2.8421709430404007e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6111100,3.6514756650256945,1.6929946804509264,0.044117226794671005,76.70933909400523,17.840140593799898,4.149046519831371,0.9649356143363303,0.29242095123249834,0,0,99.9963216031639,96.21108026356373,80.77000506136531,53.18707293033488,25.28120504095095,8.04132690532228,1.5286626425087206,0.1315570378383626,0.00012964987480756918,0.00010354565723957876,6.335781820610009e-05,2.7997582279226663e-05,8.550718121114187e-06,1.705624427472685e-06,1.997240701712144e-07,1.0412037454443634e-08,6.251354989217361e-11,3.2159164220502134e-11,1.0913936421275139e-11,2.4158453015843406e-12,2.8421709430404007e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
6111110,3.6521053671501815,1.692229211083081,0.044117226794671005,76.70933909400523,17.840140593799898,4.149046519831371,0.9649356143363303,0.22441318393616708,0.06800776729633125,0,99.99914452245983,96.2218688385288,80.7880385864574,53.20416974715609,25.291132507634956,8.044855377631421,1.5293726965973207,0.13161936348625147,0.00012966432815630924,0.00010356396437316562,6.337234754028032e-05,2.8004902091538497e-05,8.553101423558473e-06,1.7061146877495048e-06,1.9978232046469202e-07,1.0415092788207403e-08,6.252776074688882e-11,3.2159164220502134e-11,1.0899725566559937e-11,2.4016344468691386e-12,2.8421709430404007e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6111111,3.6522518157386537,1.6920510737068408,0.044117226794671005,76.70933909400523,17.840140593799898,4.149046519831371,0.9649356143363303,0.22441318393616708,0.05219133419487866,0.015816433101452598,99.99980104326576,96.22437791625595,80.79223260803084,53.208145920323524,25.293441319097496,8.045675987518322,1.5295378324845643,0.1316338584399972,0.000129667689549251,0.00010356822204471428,6.33757266257362e-05,2.800660446666825e-05,8.553655732157495e-06,1.7062287298585943e-06,1.9979589183094504e-07,1.0415817541797878e-08,6.255618245631922e-11,3.218758592993254e-11,1.0928147275990341e-11,2.4158453015843406e-12,2.984279490192421e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
6200000,3.6731654464208225,1.8754452119565173,0.044117226794671005,39.51486920728509,60.441013565920244,0,0,0,0,0,99.2397055267955,94.81175051485252,80.60919602113466,54.79085646129609,27.05614578283007,8.91346677567472,1.742187679828163,0.15284574993130207,0.00015307076003523434,0.00012043984453669054,7.280413423416121e-05,3.193106900312159e-05,9.712473087120088e-06,1.9333817107280993e-06,2.2616704598021897e-07,1.17849481284793e-08,7.075584562699078e-11,3.6408209780347534e-11,1.2363443602225743e-11,2.7426949600339867e-12,3.268496584496461e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
6210000,3.8033197137130035,1.6947247582984293,0.044117226794671005,39.51486920728509,46.384365543879724,14.056648022040516,0,0,0,0,99.82317980502954,97.04166052325841,84.33657783197319,58.32462835099669,29.10807176828125,9.642773078134155,1.8889500394400898,0.16572795045236433,0.00015605814832042597,0.00012422378132725953,7.580723078604024e-05,3.344401615379411e-05,1.0205085573034012e-05,2.034716004573056e-06,2.3820810213237564e-07,1.2417018524502055e-08,7.455014383594971e-11,3.8340886021615006e-11,1.3017142919125035e-11,2.8705926524708048e-12,3.410605131648481e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6211000,3.8335894364716627,1.6478389670159856,0.044117226794671005,39.51486920728509,46.384365543879724,10.787520951561563,3.269127070478954,0,0,0,99.95887727393622,97.56026632186568,85.20344771167117,59.14647075093471,29.58528417163228,9.812386414991025,1.9230822736670632,0.16872393857020995,0.00015675291935224323,0.00012510380408059518,7.650565505912255e-05,3.37958793039661e-05,1.031965149422831e-05,2.0582831155024905e-06,2.410084505299892e-07,1.2563987183966674e-08,7.541700597357703e-11,3.878142251778627e-11,1.3130829756846651e-11,2.8705926524708048e-12,3.126388037344441e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6211100,3.8406292065456573,1.6366721802123951,0.044117226794671005,39.51486920728509,46.384365543879724,10.787520951561563,2.5088325972744583,0.7602944732044955,0,0,99.99043616822615,97.68087745564922,85.40505393997395,59.33760502655234,29.696268524638583,9.851833056193385,1.9310203404602646,0.1694207096527265,0.00015691450089150294,0.00012530846925074002,7.666808620854226e-05,3.3877711430818636e-05,1.0346295866270339e-05,2.063764085846742e-06,2.416597340015869e-07,1.259820692212088e-08,7.564437964902027e-11,3.8909320210223086e-11,1.3201884030422661e-11,2.9132252166164108e-12,3.410605131648481e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6211110,3.8422664320693216,1.6340609363008607,0.044117226794671005,39.51486920728509,46.384365543879724,10.787520951561563,2.5088325972744583,0.5834742782340343,0.1768201949704612,0,99.99777575839558,97.70892775055842,85.45194110521338,59.382056750287504,29.72207993801706,9.861007084197212,1.9328664810906986,0.16958275633729158,0.00015695207962096447,0.00012535606785490927,7.670586253993861e-05,3.389674299114631e-05,1.0352492523679757e-05,2.0650387995146957e-06,2.4181122171285097e-07,1.2606165000761393e-08,7.571543392259628e-11,3.895195277436869e-11,1.3230305739853065e-11,2.9416469260468148e-12,3.694822225952521e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
6211111,3.8426471983993515,1.633452876040712,0.044117226794671005,39.51486920728509,46.384365543879724,10.787520951561563,2.5088325972744583,0.5834742782340343,0.13569746890668447,0.041122726063776746,99.99948271249099,97.71545135264896,85.46284556130433,59.39239480052281,29.728082847819607,9.863140669903075,1.9332958343974695,0.16962044321697078,0.00015696081918292748,0.00012536713771282848,7.671464805980577e-05,3.39011690755342e-05,1.0353933603823862e-05,2.0653352095223454e-06,2.418463935782711e-07,1.2607969779310224e-08,7.567280135845067e-11,3.8909320210223086e-11,1.3173462320992257e-11,2.8848035071860068e-12,3.126388037344441e-13,-1.1368683772161603e-13,-1.5631940186722204e-13,-1.5631940186722204e-13,
6220000,3.8553817418957474,1.7394924553295077,0.044117226794671005,39.51486920728509,23.8937287086149,36.54728485730534,0,0,0,0,99.5402674930768,96.8627853727561,85.35470359289852,60.35182760781236,30.79534560765282,10.38836991940876,2.0619801392289503,0.18245554882042825,0.00017111414791770585,0.00013557159266497365,8.241783162077354e-05,3.6275231536819774e-05,1.105497888431728e-05,2.2027583383987803e-06,2.578006643716435e-07,1.3436306289804634e-08,8.066081136348657e-11,4.149569576838985e-11,1.4068746168049984e-11,3.097966327914037e-12,3.552713678800501e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6221000,3.9340830210682634,1.6055830761244767,0.044117226794671005,39.51486920728509,23.8937287086149,28.04755447406006,8.49973038324528,0,0,0,99.89308091223418,98.211160449135,87.60856528011325,62.48861784765121,32.036097856365544,10.829364595236655,2.150723948219124,0.1902451179268212,0.00017292055261464157,0.00013785965184354154,8.42337347251032e-05,3.7190075715898274e-05,1.13528502652116e-05,2.2640328438683355e-06,2.6508159578497725e-07,1.3818493016515276e-08,8.29629698273493e-11,4.2660985855036415e-11,1.446665010007564e-11,3.183231456205249e-12,3.694822225952521e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6221100,3.9523864232606463,1.572664518653104,0.044117226794671005,39.51486920728509,23.8937287086149,28.04755447406006,6.522964752913592,1.976765630331688,0,0,99.975134037388,98.52474939697218,88.13274147370052,62.98556696425707,32.32465717418188,10.931925862362775,2.171362921881453,0.19205672274138408,0.00017334066463092768,0.0001383917813058133,8.465605579033308e-05,3.7402839268452226e-05,1.1422125666626926e-05,2.278283346868193e-06,2.667749328111313e-07,1.3907410334468295e-08,8.351719316124218e-11,4.297362465877086e-11,1.4594547792512458e-11,3.225864020350855e-12,3.836930773104541e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6221110,3.9566432096221726,1.5649126803804272,0.044117226794671005,39.51486920728509,23.8937287086149,28.04755447406006,6.522964752913592,1.5170331234084888,0.4597325069231991,0,99.9942169718285,98.59768016373609,88.25464810332302,63.10114144596846,32.39176684896587,10.955778335172695,2.176162887520505,0.19247804412117375,0.00017343836923089384,0.00013851553757149304,8.475427412690806e-05,3.7452321237196884e-05,1.1438236867888918e-05,2.2815975313505987e-06,2.6716871559528954e-07,1.3928044495514769e-08,8.361666914424859e-11,4.3002046368201263e-11,1.4580336937797256e-11,3.211653165635653e-12,3.694822225952521e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6221111,3.957633202080251,1.5631046562804514,0.044117226794671005,39.51486920728509,23.8937287086149,28.04755447406006,6.522964752913592,1.5170331234084888,0.35281341915737957,0.10691908776581953,99.99865505247658,98.61464152917148,88.28299968915947,63.12802037658029,32.407374414452576,10.961325658008022,2.177279206118186,0.19257603000842494,0.0001734610922170532,0.00013854431934134936,8.477711659793385e-05,3.74638291731344e-05,1.1441983843951675e-05,2.2823683138994966e-06,2.67260304553929e-07,1.3932861975263222e-08,8.3645090853679e-11,4.3016257222916465e-11,1.4594547792512458e-11,3.211653165635653e-12,3.694822225952521e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6222000,3.9655637269993202,1.625067940592741,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,22.099298996437728,0,0,0,99.72201037180886,98.10299877722372,88.22420241142171,63.71441841468762,33.056353374955364,11.280209783612776,2.255351252970968,0.20035991029160982,0.00018202456782034915,0.00014472141126020688,8.823101238419895e-05,3.890204627055027e-05,1.1866761127521386e-05,2.3656441641151105e-06,2.769287732462544e-07,1.4434846207223018e-08,8.665779205330182e-11,4.459366209630389e-11,1.5134560271690134e-11,3.353761712787673e-12,4.121147867408581e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6222100,4.013152572699521,1.5350897698006136,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,16.959708357575337,5.13959063886239,0,0,99.93534849720879,98.91833004160043,89.58706051474859,65.00648611786283,33.80660760127783,11.546869078140645,2.309012584492976,0.20507008280942784,0.00018311685902006047,0.0001461049478024279,8.932904705716282e-05,3.945523143045193e-05,1.2046877088778274e-05,2.4026954434930303e-06,2.81331395513007e-07,1.4665957337456348e-08,8.805045581539162e-11,4.5289993977348786e-11,1.5347723092418164e-11,3.382183422218077e-12,3.836930773104541e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6222110,4.024220217239485,1.5135145338502447,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,16.959708357575337,3.944286120862072,1.195304518000318,0,99.98496412675408,99.10795003518655,89.90401775176709,65.30697977031244,33.98109275571625,11.608885507446473,2.3214924951545584,0.20616551839694353,0.00018337089103681592,0.00014642671418130249,8.958441483741808e-05,3.9583884614557974e-05,1.2088766297324582e-05,2.4113123799907044e-06,2.8235530180609203e-07,1.4719702789989242e-08,8.837730547384126e-11,4.544631337921601e-11,1.5404566511278972e-11,3.396394276933279e-12,3.836930773104541e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6222111,4.026794197630496,1.5084617102514102,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,16.959708357575337,3.944286120862072,0.9173148898091871,0.27798962819113077,99.99650313643912,99.15204958531858,89.97773187494187,65.3768649899032,34.02167242598166,11.623308546818336,2.3243949235085495,0.20642028170381366,0.00018342997078946155,0.0001465015467658759,8.964380523934778e-05,3.961380525652203e-05,1.2098508420876897e-05,2.4133164373552063e-06,2.825934473094094e-07,1.4732222552993335e-08,8.847678145684768e-11,4.551736765279202e-11,1.546140993013978e-11,3.424815986363683e-12,4.263256414560601e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6222200,4.032188228445375,1.5440984354512146,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,8.736363335395515,13.362935661042211,0,0,99.83190609274286,98.85292717687724,89.95932206827341,65.74769940762451,34.4235325478536,11.819484750082609,2.372278299030455,0.2111862641243789,0.00018862184673196225,0.00015025409521740585,9.174610852369369e-05,4.049042047427065e-05,1.2357627113601666e-05,2.4641374665179683e-06,2.8849510158579506e-07,1.5038651213217236e-08,9.029577086039353e-11,4.645528406399535e-11,1.5759837879159022e-11,3.481659405224491e-12,4.263256414560601e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6222210,4.060964104249285,1.486397716785504,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,8.736363335395515,10.255143914241385,3.107791746800826,0,99.96090672956062,99.34593916020116,90.7834108845215,66.52898290399351,34.877193949393444,11.98072746627777,2.404726066750598,0.21403439665192536,0.00018928232998405292,0.000151090687822375,9.24100647381465e-05,4.0824918769999385e-05,1.2466539075717264e-05,2.4865415184649464e-06,2.91157263632158e-07,1.5178400758486532e-08,9.113421128859045e-11,4.688160970545141e-11,1.5916157281026244e-11,3.524291969370097e-12,4.263256414560601e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6222211,4.0676564532659105,1.4727410080361523,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,8.736363335395515,10.255143914241385,2.385018713503886,0.72277303329694,99.99090815474169,99.46059799054447,90.97506760477596,66.71068447492945,34.9827010920835,12.018227368644588,2.4122723804709096,0.2146967812496996,0.00018943593727271946,0.00015128525248542246,9.256447970074078e-05,4.090271235668297e-05,1.2491868488950786e-05,2.4917519567679847e-06,2.917763737286805e-07,1.521087256151077e-08,9.130474154517287e-11,4.695266397902742e-11,1.5916157281026244e-11,3.481659405224491e-12,3.836930773104541e-13,-1.1368683772161603e-13,-1.5631940186722204e-13,-1.5631940186722204e-13,
6222220,4.072474525599694,1.4908310056968404,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,8.736363335395515,5.282677119360065,8.080258541682147,0,99.8983574968576,99.30639155855621,91.00850884756701,66.97717746001953,35.25023421506491,12.145571866316885,2.4429813830414275,0.21773271022360063,0.00019261106891121926,0.0001535995814379021,9.387160598350874e-05,4.1450873681014855e-05,1.2654442443249536e-05,2.5236940928152762e-06,2.9548898794473644e-07,1.5403756492560206e-08,9.249845334124984e-11,4.757794158649631e-11,1.6143530956469476e-11,3.566924533515703e-12,4.263256414560601e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6222221,4.089874633042913,1.4547366816650467,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,8.736363335395515,5.282677119360065,6.201048655110103,1.8792098865720437,99.97636120232839,99.60450451744882,91.50681632022861,67.44960154445297,35.52455278605903,12.243071612470573,2.4626017987142745,0.2194549101778165,0.00019301044787312094,0.0001541054496385641,9.427308495446596e-05,4.165313706039342e-05,1.2720298983026623e-05,2.5372413006152783e-06,2.9709873672345566e-07,1.548824002384208e-08,9.299583325628191e-11,4.7833736971369945e-11,1.6214585230045486e-11,3.581135388230905e-12,4.121147867408581e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6222222,4.0968347189697,1.4570466202675156,0.044117226794671005,39.51486920728509,23.8937287086149,14.447985860867613,8.736363335395515,5.282677119360065,3.194312836594833,4.885945705087313,99.93853912605381,99.58059099619118,91.64292785924592,67.72061444023626,35.75012161835319,12.342749213654258,2.4857339048670326,0.22169119497222312,0.00019502325940834453,0.00015562251965661744,9.515684517680256e-05,4.20316375340235e-05,1.2833919811328087e-05,2.559706601346079e-06,2.9971803883199755e-07,1.562452212056087e-08,9.382006282976363e-11,4.8260062612826005e-11,1.6370904631912708e-11,3.623767952376511e-12,4.263256414560601e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6300000,3.5526282395158737,2.0544550201833314,0.044117226794671005,13.478740286580978,86.47714248662434,0,0,0,0,0,98.91219406141511,92.57681227509669,76.43425948355735,51.2487105480627,25.554574099590468,8.63650704231108,1.7418380980379595,0.15749551505670922,0.00017050023298281758,0.00013357655920742673,8.045685019908433e-05,3.520860573758e-05,1.0696346137706314e-05,2.1279147404129617e-06,2.4884822380499827e-07,1.2964903817191953e-08,7.779021871101577e-11,4.001776687800884e-11,1.3571366253017914e-11,2.9842794901924208e-12,3.410605131648481e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6310000,3.7388489604108415,1.8303380714397495,0.044117226794671005,13.478740286580978,66.3653230089356,20.111819477688737,0,0,0,0,99.74701110565765,95.7672989025082,81.76728268983402,56.30472263640357,28.490406663389862,9.679976059676122,1.951821166405793,0.1759269711868825,0.00017477449624436758,0.00013899049953636222,8.475358835369207e-05,3.7373283973352045e-05,1.1401160946888922e-05,2.27290074406028e-06,2.660761992956395e-07,1.3869268400412693e-08,8.326139777636854e-11,4.283151611161884e-11,1.453770437365165e-11,3.211653165635653e-12,3.836930773104541e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6311000,3.7821579483578467,1.768274932689085,0.044117226794671005,13.478740286580978,66.3653230089356,15.434453053772698,4.677366423916042,0,0,0,99.94116286886259,96.50930412205399,83.0075734407865,57.48058945477643,29.173187486645972,9.922653603179043,2.0006565169151713,0.18021353880163815,0.00017576855326240093,0.00014024960903213923,8.575287230883077e-05,3.78767189346263e-05,1.1565078324338174e-05,2.30661983380287e-06,2.700828503066077e-07,1.4079574839342968e-08,8.451195299130632e-11,4.345679371908773e-11,1.4722445484949276e-11,3.225864020350855e-12,3.552713678800501e-13,-1.1368683772161603e-13,-1.5631940186722204e-13,-1.5631940186722204e-13,
6311100,3.7922302347714076,1.7533033587087452,0.044117226794671005,13.478740286580978,66.3653230089356,15.434453053772698,3.5895604853311482,1.0878059385848937,0,0,99.98631636376973,96.68187082115966,83.29602542897358,57.75405849527551,29.3319804840242,9.97909264366858,2.0120140586346764,0.1812104574274116,0.00017599973917015177,0.000140542437677027,8.598527384151566e-05,3.799380185398604e-05,1.1603200306353756e-05,2.314461852392924e-06,2.710147271045571e-07,1.4128531233836839e-08,8.485301350447116e-11,4.366995653981576e-11,1.4836132322670892e-11,3.296918293926865e-12,4.121147867408581e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
6311110,3.7945727266744966,1.7497923675842877,0.044117226794671005,13.478740286580978,66.3653230089356,15.434453053772698,3.5895604853311482,0.8348170442425414,0.2529888943423522,0,99.9968176235506,96.72200432002973,83.36311014231615,57.817658653850415,29.368910660088773,9.992218560658657,2.0146554598443487,0.18144230883760315,0.00017605350561211708,0.0001406105402566027,8.603932299422468e-05,3.8021031585344645e-05,1.161206624544775e-05,2.3162856308545088e-06,2.712314142172545e-07,1.4139885706754285e-08,8.490985692333197e-11,4.368416739453096e-11,1.4836132322670892e-11,3.282707439211663e-12,3.979039320256561e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6311111,3.795117515423618,1.7489742503042436,0.044117226794671005,13.478740286580978,66.3653230089356,15.434453053772698,3.5895604853311482,0.8348170442425414,0.19415176320494856,0.05883713113740365,99.99925988094866,96.73133808917466,83.37871190256934,57.832450018033256,29.377499438729387,9.995271229437861,2.015269765344854,0.18149623006550542,0.00017606600998476551,0.00014062637873735184,8.605189310628703e-05,3.8027364354320525e-05,1.1614128197834361e-05,2.316709796446048e-06,2.7128183432978403e-07,1.4142543136586028e-08,8.493827863276238e-11,4.369837824924616e-11,1.4836132322670892e-11,3.282707439211663e-12,3.979039320256561e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6320000,3.813337708426152,1.9023244679959745,0.044117226794671005,13.478740286580978,34.18641184463363,52.29073064199072,0,0,0,0,99.34222887470989,95.51136984102025,83.22398570161948,59.20517695769367,30.904506156644572,10.746753078730563,2.199387309180622,0.19986030423655166,0.0001963161572007266,0.00015522659883515644,9.421183261792976e-05,4.142409981966466e-05,1.2617162141737026e-05,2.513330528586266e-06,2.9410863078283e-07,1.53276573655603e-08,9.201528428093297e-11,4.7336357056337874e-11,1.6058265828178264e-11,3.552713678800501e-12,4.263256414560601e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
6321000,3.925941077088365,1.7163821586384316,0.044117226794671005,13.478740286580978,34.18641184463363,40.12957793980901,12.16115270218171,0,0,0,99.84702345904275,97.4405834118393,86.44874165409595,62.26243068546311,32.67973629711048,11.377714691838193,2.3263592205050543,0.21100538003496183,0.00019890070547035066,0.00015850028353270318,9.680997095529165e-05,4.273303075308377e-05,1.30433473799485e-05,2.6010002329712734e-06,3.0452599730779184e-07,1.5874505265855987e-08,9.532641342957504e-11,4.9041659622162115e-11,1.6640910871501546e-11,3.680611371237319e-12,4.405364961712621e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
6321100,3.952129021763624,1.6695032610817098,0.044117226794671005,13.478740286580978,34.18641184463363,40.12957793980901,9.332857261860987,2.828295440320723,0,0,99.96442254580128,97.88925682951405,87.19871682338234,62.973450190760715,33.09259809029385,11.524456197110908,2.355888828975722,0.213597368461933,0.0001995017887850281,0.0001592616379610945,9.74142148777446e-05,4.303744626099615e-05,1.3142464439397372e-05,2.621389384671602e-06,3.0694872066305834e-07,1.60016497829929e-08,9.606537787476555e-11,4.941114184475737e-11,1.6754597709223162e-11,3.680611371237319e-12,4.263256414560601e-13,-1.1368683772161603e-13,-1.5631940186722204e-13,-1.5631940186722204e-13,
