estrategia,esperança,variancia,R1(%),R2(%),R3(%),R4(%),R5(%),R6(%),R7(%),R8(%),>=1(%),>=2(%),>=3(%),>=4(%),>=5(%),>=6(%),>=7(%),>=8(%),>=9(%),>=10(%),>=11(%),>=12(%),>=13(%),>=14(%),>=15(%),>=16(%),>=17(%),>=18(%),>=19(%),>=20(%),>=21(%),>=22(%),>=23(%),>=24(%)
4333200,4.078190200940346,1.8810045105521844,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,24.814689545789264,37.95596486991879,0,0,99.52254754490062,96.74186444640186,87.82289324419459,67.34616144226082,38.40954409347185,14.50205927617732,3.1711557935241217,0.3021263982808051,0.000259757390082882,0.00020633062773356414,0.00012569615573454485,5.539491718309364e-05,1.689351019251717e-05,3.3672988024591177e-06,3.9416066499597946e-07,2.0544931089716556e-08,1.233502189279534e-10,6.345146630337695e-11,2.1529444893531036e-11,4.746425474877469e-12,5.542233338928781e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333210,4.159924945372188,1.7052633984448242,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,24.814689545789264,29.128620538052434,8.827344331866351,0,99.88895981862926,98.14221134577713,90.16362786663204,69.56531221076168,39.69811994659707,14.960051668468523,3.263320147445512,0.31021620885111645,0.00026163342093354913,0.00020870687797014398,0.00012758205110685594,5.6345023196513466e-05,1.7202862764520432e-05,3.430935080928066e-06,4.0172226078993845e-07,2.094186868362158e-08,1.2573764252010733e-10,6.468781066359952e-11,2.1941559680271894e-11,4.845901457883883e-12,5.684341886080801e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333211,4.178933834632404,1.6624766079903104,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,24.814689545789264,29.128620538052434,6.77438616783642,2.05295816402993,99.97417560272828,98.46788727859061,90.70800792843761,70.08141575403923,39.997801506326816,15.066566061186109,3.284754630536014,0.31209764023425635,0.00026206972573561416,0.0002092595178311285,0.00012802065009509533,5.656598747805219e-05,1.7274808271849906e-05,3.445734833462666e-06,4.0348083985009e-07,2.1034168184996815e-08,1.263060767087154e-10,6.497202775790356e-11,2.2041035663278308e-11,4.860112312599085e-12,5.684341886080801e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333220,4.192619044894623,1.7106922208003432,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,24.814689545789264,15.004869607066276,22.95109526285251,0,99.71129552843608,98.02988068604782,90.80299414020874,70.83836008399268,40.757700234794456,15.428274251858454,3.3719802112259174,0.3207208661782772,0.00027108834164835116,0.0002158331173092165,0.00013173339998218125,5.812297999341354e-05,1.773658181036808e-05,3.5364629127343505e-06,4.140260756457792e-07,2.1581982423413137e-08,1.2960299500264227e-10,6.66773303237278e-11,2.2637891561316792e-11,5.016431714466307e-12,6.110667527536862e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4333221,4.242042156971185,1.5947117117857417,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,24.814689545789264,15.004869607066276,17.613404036374693,5.337691226477817,99.93285656709352,98.8766381113629,92.21838230090323,72.18022929651428,41.53687229009181,15.705211672924207,3.4277098672612283,0.3256125877744438,0.00027222273418203713,0.00021726998095061845,0.00013287375736581453,5.869748716236245e-05,1.792364018626813e-05,3.5749423119568746e-06,4.1859840393954073e-07,2.18220037595529e-08,1.3105250218359288e-10,6.743050562363351e-11,2.2879476091475226e-11,5.059064278611913e-12,6.110667527536862e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333222,4.261811523795195,1.5950030984955,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,24.814689545789264,15.004869607066276,9.073098074010186,13.877997188842322,99.82542707444314,98.80871435600001,92.60499231866999,72.9500119410296,42.1775760165391,15.988335054253866,3.49341409803597,0.33196451142715944,0.00027793990633995236,0.00022157905326025684,0.00013538398211210279,5.9772576548766665e-05,1.8246367744723102e-05,3.638752517076682e-06,4.260381984977357e-07,2.2209036387721426e-08,1.333546606474556e-10,6.859579571028007e-11,2.3277380023500882e-11,5.144329406903125e-12,6.110667527536862e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333300,4.002494812645568,2.05813106411939,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,54.30622666003765,0,0,99.31687571808858,95.33835990023651,85.20110159634945,65.12175192437311,37.4665817125292,14.32813310767476,3.1709362618954344,0.3050463744913685,0.00027070281313967826,0.00021458026903076188,0.00013050193582841985,5.74531565007419e-05,1.75113663516413e-05,3.489462358174933e-06,4.084041052010434e-07,2.1285956108840765e-08,1.2779821645381162e-10,6.575362476723967e-11,2.2311041902867146e-11,4.945377440890297e-12,5.968558980384842e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4333310,4.119438370063436,1.8202728204665952,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,41.676334000598104,12.629892659439548,0,99.84112712511572,97.34193315626574,88.55015267152919,68.29684456238203,39.31023639469298,14.983414530491387,3.302802183659864,0.3166210265381011,0.00027338698032508546,0.000217980134735285,0.00013320021687945882,5.8812538910046896e-05,1.795397847104141e-05,3.5805111906483944e-06,4.192229852151286e-07,2.1853864495824382e-08,1.312230324401753e-10,6.750155989720952e-11,2.290789780090563e-11,5.059064278611913e-12,5.968558980384842e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333311,4.146635703928053,1.7610343471505807,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,41.676334000598104,9.692583286289032,2.937309373150515,99.96305124698046,97.80790026013734,89.32903491380485,69.03526963199451,39.73901154938324,15.135812046225809,3.333469982543221,0.3193129206709244,0.00027401123186621135,0.0002187708348628803,0.00013382775082959597,5.912868783752856e-05,1.8056915919828498e-05,3.6016862452470377e-06,4.217391165184381e-07,2.1985954390402185e-08,1.3203305115894182e-10,6.792788553866558e-11,2.305000634805765e-11,5.101696842757519e-12,6.110667527536862e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333320,4.166216081687841,1.8311691519955424,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,21.468505745494827,32.83772091454282,0,99.58693052530086,97.18121390465303,89.4649382629543,70.11828228869717,40.82625126857542,15.653332995957015,3.458269659530302,0.3316507670215998,0.00028691479000997333,0.00022817613873371556,0.00013913983913482753,6.13563848190779e-05,1.8717607289886473e-05,3.731497173475873e-06,4.368268946564058e-07,2.276972566050972e-08,1.3672263321495848e-10,7.034373084024992e-11,2.3874235921539366e-11,5.300648808770347e-12,6.394884621840902e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4333321,4.236929149735846,1.6674563992909697,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,21.468505745494827,25.200716544351486,7.637004370191339,99.90393324214918,98.39272837471921,91.49003209287103,72.0381874696896,41.94106667077007,16.04956653686645,3.538005936626959,0.3386496917668751,0.0002885378439003716,0.00023023195899440907,0.00014077142735402504,6.217837197652898e-05,1.898524462262685e-05,3.78655229837932e-06,4.433688332028396e-07,2.3113130964702577e-08,1.3881162885809317e-10,7.142375579860527e-11,2.4243718144134618e-11,5.3717030823463574e-12,6.536993168992922e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4333322,4.265214551499428,1.6679216738875944,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,21.468505745494827,12.981509552045342,19.85621136249748,99.75022642958788,98.29554515550771,92.04318181059885,73.1395687918423,42.85776584861003,16.454650759384265,3.6320135283508392,0.34773782868538206,0.0002967177979371627,0.00023639724709312304,0.00014436297972508783,6.371657681825127e-05,1.9446993306360127e-05,3.877850005551409e-06,4.5401348813811637e-07,2.366689955124457e-08,1.4210854715202004e-10,7.311484750971431e-11,2.4797941478027496e-11,5.4853899200679734e-12,6.536993168992922e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333330,4.100727981362616,1.9966084913622701,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,7.323025966922534,46.983200693115116,0,99.40899290543045,95.96696758665742,87.19668707442372,68.19382748433678,40.010444435461615,15.502860230988531,3.458079731059769,0.3341769935108232,0.000296384256742499,0.00023531334150561634,0.0001432975746666898,6.313707692129356e-05,1.925214742470871e-05,3.8371873216647145e-06,4.4914960994901776e-07,2.34107915275672e-08,1.4055956398806302e-10,7.23048287909478e-11,2.454214609315386e-11,5.4285465012071654e-12,6.536993168992922e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4333331,4.201902063338995,1.772542853849309,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,7.323025966922534,36.0564098249952,10.926790868119914,99.8625506387673,97.7003652130598,90.0941290156892,70.9407687432952,41.605488010909355,16.0697789895205,3.5721639429057745,0.3441908396848419,0.0002987064723356525,0.00023825474588079487,0.0001456320009083356,6.431315084398648e-05,1.9635074693269416e-05,3.915958501465866e-06,4.5850960361804027e-07,2.3902117618490593e-08,1.4351542176882504e-10,7.382539024547441e-11,2.503952600818593e-11,5.5280224842135794e-12,6.536993168992922e-13,-1.2789769243681803e-13,-2.2737367544323206e-13,-2.2737367544323206e-13,
4333332,4.242371945862271,1.7755505340643118,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,7.323025966922534,18.573544436003335,28.409656257111777,99.64263166079498,97.56131845326487,90.88555861182286,72.5165912503752,42.917072988434214,16.649361030969075,3.7066671126030144,0.35719386635287265,0.00031041009887644577,0.0002470758503960724,0.00015077068353264167,6.651396701329304e-05,2.0295730507768894e-05,4.046584464845182e-06,4.7373966083341656e-07,2.469444382313668e-08,1.482476363889873e-10,7.625544640177395e-11,2.5863755581667647e-11,5.6985527407960035e-12,6.536993168992922e-13,-1.5631940186722204e-13,-2.4158453015843406e-13,-2.4158453015843406e-13,
4333333,4.185714712432077,1.927810786076499,3.065641194177693,13.071297165714931,11.30867334791376,9.78373387648557,8.464427755670403,7.323025966922534,6.335538663709034,40.64766202940608,99.48868837621434,96.51080947928666,88.92317404991496,70.85164319820959,42.211275172523614,16.51917905092435,3.7065027953967444,0.3593794390475864,0.00031860263746352757,0.0002532506235581877,0.00015436776138244568,6.805453836022934e-05,2.0758189606340238e-05,4.13802267473784e-06,4.844007435167441e-07,2.524910769352573e-08,1.5160139810177498e-10,7.79891706770286e-11,2.646061147970613e-11,5.8548721426632255e-12,7.105427357601002e-13,-1.1368683772161603e-13,-1.9895196601282805e-13,-1.9895196601282805e-13,
4400000,3.4891171715064173,2.106267075813399,3.065641194177693,2.9716596348633004,93.96269917095901,0,0,0,0,0,98.81803238145335,91.93425297103764,74.39438303329841,48.856332403950084,24.423708705697607,8.514408007067274,1.7995651915433797,0.17059374937848304,0.00017380968340319214,0.0001359943122167806,8.18253656689194e-05,3.578338272802739e-05,1.0866964629485665e-05,2.1614530538727195e-06,2.5274727022406296e-07,1.3167493762011873e-08,7.904077392595354e-11,4.0671466194908135e-11,1.3812950783176348e-11,3.069544618483633e-12,3.836930773104541e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
4410000,3.6914573630727547,1.885190383735269,3.065641194177693,2.9716596348633004,72.1099784516661,21.852720719292908,0,0,0,0,99.72511210836596,95.40091163435787,80.18903860116276,54.34999846645887,27.613670169228328,9.648200851668392,2.027724625547492,0.19062065264843397,0.0001784539315821121,0.00014187688920230812,8.64940342069076e-05,3.8135437904429637e-05,1.1632788982751663e-05,2.318989203331512e-06,2.714665185976628e-07,1.4150131733003946e-08,8.498091119690798e-11,4.3726799958676565e-11,1.4850343177386094e-11,3.296918293926865e-12,4.121147867408581e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
4411000,3.7385152247093445,1.8220388718301006,3.065641194177693,2.9716596348633004,72.1099784516661,16.770476306895198,5.082244412397712,0,0,0,99.93606986199849,96.2071456428214,81.53669028535546,55.62764961152268,28.355553252440018,9.911884830579254,2.0807872177756366,0.1952782702764182,0.00017953403529702427,0.00014324498860673884,8.757981730411757e-05,3.8682450778537714e-05,1.1810895244934727e-05,2.3556270747349117e-06,2.7582001393966493e-07,1.4378670698533824e-08,8.635936410428258e-11,4.4437342694436666e-11,1.5091927707544528e-11,3.353761712787673e-12,4.263256414560601e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
4411100,3.749459379326705,1.8067170654896039,3.065641194177693,2.9716596348633004,72.1099784516661,16.770476306895198,3.900276793851058,1.1819676185466543,0,0,99.98513189314889,96.39464990543622,81.85011099529021,55.92479043331798,28.52809154653795,9.973209296565557,2.0931278808135545,0.1963614832762346,0.0001797852328877525,0.00014356316479791076,8.783233573694815e-05,3.8809668495787264e-05,1.1852317086891162e-05,2.3641478748004374e-06,2.7683249470555893e-07,1.443181929516868e-08,8.668621376273222e-11,4.460787295101909e-11,1.5148771126405336e-11,3.382183422218077e-12,4.263256414560601e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
4411110,3.7520046399085314,1.8031193689527498,3.065641194177693,2.9716596348633004,72.1099784516661,16.770476306895198,3.900276793851058,0.9070797269126218,0.27488789163403243,0,99.99654215354062,96.43825740416446,81.92300263529499,55.993895891657154,28.568218439311053,9.987471407384874,2.0959979246207183,0.19661340399981952,0.00017984365341305875,0.00014363716239529367,8.789106344408992e-05,3.883925523950893e-05,1.1861950454772341e-05,2.3661295216470535e-06,2.770679543573351e-07,1.4444154317061475e-08,8.672884632687783e-11,4.462208380573429e-11,1.5148771126405336e-11,3.353761712787673e-12,3.979039320256561e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
4411111,3.7525965861717108,1.802280802665086,3.065641194177693,2.9716596348633004,72.1099784516661,16.770476306895198,3.900276793851058,0.9070797269126218,0.21095775363252256,0.06393013800150983,99.99919581542854,96.44839911464513,81.93995490109674,56.00996761261226,28.57755067208896,9.990788318535266,2.096665405081822,0.19667199270857338,0.00017985724015545657,0.00014365437188246233,8.790472163866525e-05,3.884613619220545e-05,1.1864190867072466e-05,2.366590408087177e-06,2.771227229914075e-07,1.4447039120568661e-08,8.675726803630823e-11,4.4636294660449494e-11,1.5148771126405336e-11,3.367972567502875e-12,4.121147867408581e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
4420000,3.7723939391450574,1.9705575641707895,3.065641194177693,2.9716596348633004,37.14562530079745,56.81707387016156,0,0,0,0,99.28529148175151,95.12282907147234,81.77183542980447,57.50151930784935,30.236736773083123,10.807319264252499,2.296720366266669,0.21662568136285643,0.00020186026243607103,0.00015951840313732646,9.67709945172146e-05,4.253689682798267e-05,1.2954048571600651e-05,2.580230855642185e-06,3.019254393166193e-07,1.5734741509731975e-08,9.445955129194772e-11,4.860112312599085e-11,1.6484591469634324e-11,3.637978807091713e-12,4.263256414560601e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
4421000,3.894744379400187,1.777346301645057,3.065641194177693,2.9716596348633004,37.14562530079745,43.603238397927505,13.21383547223405,0,0,0,99.83378164119607,97.2190374934775,85.2757298087055,60.82341228501525,32.165632789433545,11.492897609420709,2.434683106059836,0.22873548719559267,0.00020466853206357882,0.00016307546158600417,9.95940305728027e-05,4.395913029497933e-05,1.341712489022484e-05,2.675489355397076e-06,3.13244569838389e-07,1.6328954188793432e-08,9.808331924432423e-11,5.047695594839752e-11,1.7138290786533616e-11,3.808509063674137e-12,4.831690603168681e-13,-7.105427357601002e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
4421100,3.923199181405323,1.7281204038270666,3.065641194177693,2.9716596348633004,37.14562530079745,43.603238397927505,10.14071966401275,3.0731158082213006,0,0,99.9613429221871,97.70654857627605,86.09062365453588,61.59597842168305,32.61423235408812,11.652341220985079,2.46676882995844,0.23155184099515225,0.00020532164580799872,0.00016390271966315595,0.00010025057849816221,4.4289896308669086e-05,1.3524821611099469e-05,2.6976433957770496e-06,3.1587700277668773e-07,1.6467112118334626e-08,9.889333796309074e-11,5.0874859880423173e-11,1.7266188478970435e-11,3.822719918389339e-12,4.547473508864641e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
4421110,3.9298168589180738,1.7164399349267132,3.065641194177693,2.9716596348633004,37.14562530079745,43.603238397927505,10.14071966401275,2.3584072899728166,0.7147085182484841,0,99.99100959920561,97.81992807296946,86.2801419185483,61.77565261336488,32.71856227529821,11.68942270911532,2.4742309438570516,0.23220683487646454,0.00020547353921074318,0.0001640951134760371,0.00010040327057936338,4.436682193897923e-05,1.3549868455697833e-05,2.702795740106012e-06,3.164892490303828e-07,1.6499257071700413e-08,9.909228992910357e-11,5.098854671814479e-11,1.7323031897831243e-11,3.851141627819743e-12,4.831690603168681e-13,-4.263256414560601e-14,-8.526512829121202e-14,-8.526512829121202e-14,
4421111,3.9313559192023395,1.7137108774645426,3.065641194177693,2.9716596348633004,37.14562530079745,43.603238397927505,10.14071966401275,2.3584072899728166,0.5484901594445586,0.16621835880392555,99.99790912011417,97.84629652021921,86.32421780963284,61.81743908784816,32.74282608052074,11.698046678106351,2.475966393055913,0.2323591655192132,0.0002055088647239245,0.00016413985810004306,0.00010043878184262667,4.4384712339251564e-05,1.355569349925645e-05,2.7039939709538885e-06,3.1663158495121024e-07,1.6506689348716463e-08,9.909228992910357e-11,5.0960125008714385e-11,1.7266188478970435e-11,3.780087354243733e-12,4.263256414560601e-13,-1.1368683772161603e-13,-1.5631940186722204e-13,-1.5631940186722204e-13,
4422000,3.943684857505559,1.8106338406609126,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,34.355972227808536,0,0,0,99.5678322671098,97.05088739075723,86.2328104920815,62.729064145045875,33.75174057808286,12.193789740586823,2.597338617300437,0.24446012740388312,0.00021882179969168192,0.00017374287757832008,0.00010580827108697122,4.662059082249925e-05,1.421606002338649e-05,2.8334561221754484e-06,3.3166236335091526e-07,1.7287092646256497e-08,1.0378187198512023e-10,5.339018116501393e-11,1.8118839761882555e-11,4.007461029686965e-12,4.831690603168681e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4422100,4.0176673427189185,1.6720367787888186,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,26.365871126433156,7.990101101375383,0,0,99.89949159768648,98.31841620603346,88.35153449124046,64.73773610038216,34.91809944618478,12.608343130654234,2.6807614994368407,0.251782647282738,0.00022051989544991102,0.00017589374863291596,0.00010751529575259156,4.7480582523462544e-05,1.4496071571556968e-05,2.891056709586337e-06,3.385067515182527e-07,1.7646371475166234e-08,1.0594192190183094e-10,5.4498627832799684e-11,1.8488321984477807e-11,4.078515303262975e-12,4.831690603168681e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4422110,4.034873304252071,1.6382345469409856,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,26.365871126433156,6.131858953929323,1.858242147446059,0,99.9766249579346,98.6132028974363,88.84428197767275,65.20488899875491,35.18935724133101,12.704754999792826,2.70016299557318,0.25348563137414715,0.00022091481825725623,0.00017639397250945876,0.00010791229514950373,4.76805891054255e-05,1.4561193310669296e-05,2.904452784946443e-06,3.4009855198746664e-07,1.7729945511746337e-08,1.0645351267157821e-10,5.476863407238852e-11,1.858779796748422e-11,4.106937012693379e-12,4.831690603168681e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4422111,4.038874860991163,1.6302883650664377,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,26.365871126433156,6.131858953929323,1.4260744145558526,0.4321677328902065,99.99456371229687,98.68176086028568,88.95887929449255,65.31353383241145,35.252443134909655,12.727177319169542,2.7046751634902932,0.2538816910453505,0.00022100666467395058,0.0001765103085915598,0.00010800462452209558,4.772710425982041e-05,1.4576338543292877e-05,2.9075682874690756e-06,3.4046875896365236e-07,1.7749385960996733e-08,1.0659562121873023e-10,5.483968834596453e-11,1.8616219676914625e-11,4.135358722123783e-12,5.115907697472721e-13,-7.105427357601002e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
4422200,4.047260519418691,1.6854621709287088,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,13.581709364232541,20.77426286357599,0,0,99.73867815398484,98.21673972279248,88.9302590741533,65.89003976404317,35.87718219060194,13.03215641340195,2.779115530122283,0.261290974014301,0.00022907804950023092,0.00018234408869943763,0.00011127290349577379,4.9089906255517235e-05,1.4979169222328892e-05,2.9865756232538843e-06,3.496436136174452e-07,1.822580486532388e-08,1.0945200301648583e-10,5.631761723634554e-11,1.9127810446661897e-11,4.249045559845399e-12,5.400124791776761e-13,-7.105427357601002e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
4422210,4.091996019404887,1.5936970893455893,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,13.581709364232541,15.94283328021624,4.831429583359753,0,99.93922489062996,98.98318512043987,90.21140253887727,67.1046372998123,36.582452457982114,13.282827273162283,2.829559420076748,0.2657187326519477,0.00023010484876806458,0.0001836446707415007,0.0001123051018652177,4.9609923351567886e-05,1.5148485715599236e-05,3.0214053339250313e-06,3.537822266252988e-07,1.8443017779645743e-08,1.1073097994085401e-10,5.697131655324483e-11,1.9326762412674725e-11,4.277467269275803e-12,5.115907697472721e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4422211,4.102400066926527,1.5717817897673854,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,13.581709364232541,15.94283328021624,3.7077934778452164,1.1236361055145367,99.98586565197184,99.16143582384828,90.50935556260876,67.38711386731927,36.74647578128659,13.341125303541773,2.841291056661234,0.2667484877970878,0.00023034364946283858,0.00018394714456348993,0.00011254515821690347,4.973086271320426e-05,1.5187863311894034e-05,3.0295056205886794e-06,3.5474474202601414e-07,1.8493537368158286e-08,1.1104361874458846e-10,5.7127635955112055e-11,1.936939497682033e-11,4.277467269275803e-12,4.973799150320701e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4422220,4.109890329822095,1.5993643361951762,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,13.581709364232541,8.212545946840635,12.561716916735358,0,99.84198471563789,98.92170369951293,90.56134392698077,67.80140870970938,37.16238764096364,13.539097376144554,2.889031830684246,0.2714681982064491,0.00023527976686921193,0.00018754504242224357,0.00011457724049535045,5.0583044270524624e-05,1.5440603732486124e-05,3.0791634344495833e-06,3.60516452246884e-07,1.8793386402649048e-08,1.1286260814813431e-10,5.807976322103059e-11,1.972466634470038e-11,4.376943252282217e-12,5.400124791776761e-13,-7.105427357601002e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
4422221,4.136940853378357,1.5409661604687948,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,13.581709364232541,8.212545946840635,9.640263042397562,2.921453874337796,99.96325069512677,99.38515552837478,91.33602178868266,68.53584778522755,37.58884828155528,13.690672255131204,2.9195340858038605,0.27414556158376513,0.00023590064866141347,0.000188331474333836,0.00011520138700404914,5.0897486602252684e-05,1.5542985494221284e-05,3.100224162722043e-06,3.6301898376223107e-07,1.8924751543636376e-08,1.1365841601218563e-10,5.847766715305625e-11,1.98525640371372e-11,4.391154106997419e-12,5.400124791776761e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4422222,4.147761129570939,1.5434969257086486,3.065641194177693,2.9716596348633004,37.14562530079745,22.46110164235303,13.581709364232541,8.212545946840635,4.965936843457089,7.595780073278268,99.90445180732961,99.34797913321725,91.5476232632415,68.95716936300289,37.93952169155828,13.845632867164781,2.9554956788246756,0.27762213060536567,0.00023902980210266378,0.0001906899389894079,0.00011657529672959299,5.1485910319115646e-05,1.571962248192449e-05,3.135149114541491e-06,3.6709096207232506e-07,1.913656433316646e-08,1.148947603724082e-10,5.910294476052513e-11,2.0037305148434825e-11,4.419575816427823e-12,5.115907697472721e-13,-1.1368683772161603e-13,-1.7053025658242404e-13,-1.7053025658242404e-13,
4430000,3.6590839368011694,2.16214032682101,3.065641194177693,2.9716596348633004,12.670578095189395,81.29212107576961,0,0,0,0,98.9774170431214,93.02189390226043,77.8472209393467,54.17175439926499,28.825196757214314,10.546965562334208,2.296391744802122,0.22099665453197304,0.00021824469405373748,0.0001718674629103134,0.00010396486675290362,4.561791809010174e-05,1.3878930289479285e-05,2.7631000278915963e-06,3.2324670939942735e-07,1.6843969774527068e-08,1.0111023129866226e-10,5.2011728257639334e-11,1.764988155628089e-11,3.907985046680551e-12,4.689582056016661e-13,-8.526512829121202e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
4431000,3.8341391820892783,1.9161443652960326,3.065641194177693,2.9716596348633004,12.670578095189395,62.38617186165012,18.905949214119484,0,0,0,99.76217988663439,96.02108441374475,82.86048520454355,58.924616658902366,31.585001826761825,11.52786996388258,2.493784587890815,0.23832299210805274,0.00022226267981295678,0.0001769567926714899,0.00010800397987509314,4.765280596075172e-05,1.454148565471769e-05,2.8993929532816765e-06,3.3944176891509414e-07,1.7694134157864028e-08,1.0628298241499579e-10,5.469757979881251e-11,1.858779796748422e-11,4.135358722123783e-12,5.400124791776761e-13,-4.263256414560601e-14,-1.1368683772161603e-13,-1.1368683772161603e-13,
4431100,3.87485143726586,1.850149185295603,3.065641194177693,2.9716596348633004,12.670578095189395,62.38617186165012,14.509029673125934,4.396919540993553,0,0,99.94469064251386,96.71860027067189,84.02641024550084,60.02998051598092,32.22684428080606,11.7559969773516,2.53969185439189,0.2423525444674084,0.00022319713485785542,0.0001781404080958282,0.00010894334845090725,4.8126055801844814e-05,1.4695574819256763e-05,2.931090293145644e-06,3.4320817121624714e-07,1.7891821357807203e-08,1.0744827250164235e-10,5.5280224842135794e-11,1.8758328224066645e-11,4.149569576838985e-12,4.973799150320701e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
4431110,3.884319806630256,1.8343256869875297,3.065641194177693,2.9716596348633004,12.670578095189395,62.38617186165012,14.509029673125934,3.3743365841149524,1.0225829568786002,0,99.98713681117111,96.88082016594092,84.29756714631861,60.287052821002604,32.37611632192203,11.80905202959947,2.550368417354491,0.24328968955914831,0.00022341445927054338,0.00017841567922971535,0.00010916181558684457,4.823611861581867e-05,1.4731411042134823e-05,2.9384621029748814e-06,3.440841567226016e-07,1.793782189452031e-08,1.0774670045066159e-10,5.545075509871822e-11,1.8829382497642655e-11,4.192202140984591e-12,5.258016244624741e-13,-7.105427357601002e-14,-1.2789769243681803e-13,-1.2789769243681803e-13,
4431111,3.8865218467292832,1.8306199483005656,3.065641194177693,2.9716596348633004,12.670578095189395,62.38617186165012,14.509029673125934,3.3743365841149524,0.7847628435129838,0.23782011336561654,99.99700843339413,96.91854732892904,84.36062957510111,60.346839622955606,32.41083222785585,11.821390939078967,2.5528514446698267,0.24350763955571608,0.00022346500195169483,0.00017847969849071887,0.00010921262403940091,4.826171569050075e-05,1.4739745395786485e-05,2.940176528909433e-06,3.442878551140893e-07,1.7948494246411428e-08,1.077893330148072e-10,5.545075509871822e-11,1.8815171642927453e-11,4.163780431554187e-12,4.973799150320701e-13,-8.526512829121202e-14,-1.5631940186722204e-13,-1.5631940186722204e-13,
